Heartbeat,MACsrc,APPID,GOOSElength,gocbRef,Dif_St,Dif_Sq,num of data,data_Dec,Label
1,23,1,147,1111,0,1,4,5,0
1,32,2,147,1121,0,1,4,9,0
1.00105,23,1,147,1111,0,1,4,5,0
0.99944,32,2,147,1121,0,1,4,9,0
1.00049,23,1,147,1111,0,1,4,5,0
1,99,4,142,1231,0,1,5,0,0
1.00045,32,2,147,1121,0,1,4,9,0
1.00049,23,1,147,1111,0,1,4,5,0
1,11,3,152,1131,0,1,7,0,0
1.00144,32,2,147,1121,0,1,4,9,0
1.00308,99,4,142,1231,0,1,5,0,0
1.00043,23,1,147,1111,0,1,4,5,0
1.00038,11,3,152,1131,0,1,7,0,0
0.99984,32,2,147,1121,0,1,4,9,0
1.0006,99,4,142,1231,0,1,5,0,0
1.00027,23,1,147,1111,0,1,4,5,0
1.00158,11,3,152,1131,0,1,7,0,0
1.00089,32,2,147,1121,0,1,4,9,0
1.00045,99,4,142,1231,0,1,5,0,0
1.0017,23,1,147,1111,0,1,4,5,0
1.00079,11,3,152,1131,0,1,7,0,0
1.00194,32,2,147,1121,0,1,4,9,0
1.00237,99,4,142,1231,0,1,5,0,0
0.99936,23,1,147,1111,0,1,4,5,0
1.00083,11,3,152,1131,0,1,7,0,0
0.99937,32,2,147,1121,0,1,4,9,0
0.99905,99,4,142,1231,0,1,5,0,0
1.00099,23,1,147,1111,0,1,4,5,0
1.0002,11,3,152,1131,0,1,7,0,0
1.00087,32,2,147,1121,0,1,4,9,0
1.00128,99,4,142,1231,0,1,5,0,0
1.00115,23,1,147,1111,0,1,4,5,0
1.00101,11,3,152,1131,0,1,7,0,0
1.00041,32,2,147,1121,0,1,4,9,0
0.99927,99,4,142,1231,0,1,5,0,0
1.0007,23,1,147,1111,0,1,4,5,0
1.00052,11,3,152,1131,0,1,7,0,0
1.00066,32,2,147,1121,0,1,4,9,0
1.00026,99,4,142,1231,0,1,5,0,0
1.00025,23,1,147,1111,0,1,4,5,0
1.00049,11,3,152,1131,0,1,7,0,0
1.00054,32,2,147,1121,0,1,4,9,0
1.0006,99,4,142,1231,0,1,5,0,0
1.00118,23,1,147,1111,0,1,4,5,0
1.00028,11,3,152,1131,0,1,7,0,0
1.00062,32,2,147,1121,0,1,4,9,0
1.00023,99,4,142,1231,0,1,5,0,0
1.00183,23,1,147,1111,0,1,4,5,0
1.00029,11,3,152,1131,0,1,7,0,0
1.00054,32,2,147,1121,0,1,4,9,0
1.00088,99,4,142,1231,0,1,5,0,0
1.00009,23,1,147,1111,0,1,4,5,0
1.00031,11,3,152,1131,0,1,7,0,0
1.00044,32,2,147,1121,0,1,4,9,0
1.00041,99,4,142,1231,0,1,5,0,0
1.00067,23,1,147,1111,0,1,4,5,0
1.00074,11,3,152,1131,0,1,7,0,0
1.00048,99,4,142,1231,0,1,5,0,0
1.00192,32,2,147,1121,0,1,4,9,0
1.00024,23,1,147,1111,0,1,4,5,0
1.00072,11,3,152,1131,0,1,7,0,0
1.00051,99,4,142,1231,0,1,5,0,0
1.00072,32,2,147,1121,0,1,4,9,0
1.00097,23,1,147,1111,0,1,4,5,0
1.001,11,3,152,1131,0,1,7,0,0
0.9998,32,2,147,1121,0,1,4,9,0
1.00102,99,4,142,1231,0,1,5,0,0
0.99962,23,1,147,1111,0,1,4,5,0
1.00105,11,3,152,1131,0,1,7,0,0
1.00069,32,2,147,1121,0,1,4,9,0
1.00043,99,4,142,1231,0,1,5,0,0
1.0015,23,1,147,1111,0,1,4,5,0
1.00033,11,3,152,1131,0,1,7,0,0
1.00039,32,2,147,1121,0,1,4,9,0
1.00026,99,4,142,1231,0,1,5,0,0
1.00109,23,1,147,1111,0,1,4,5,0
1.00018,11,3,152,1131,0,1,7,0,0
1.00031,99,4,142,1231,0,1,5,0,0
1.0004,32,2,147,1121,0,1,4,9,0
1.00038,23,1,147,1111,0,1,4,5,0
1.00046,11,3,152,1131,0,1,7,0,0
1.00033,32,2,147,1121,0,1,4,9,0
1.00069,99,4,142,1231,0,1,5,0,0
1.00037,23,1,147,1111,0,1,4,5,0
1.0006,11,3,152,1131,0,1,7,0,0
1.00041,32,2,147,1121,0,1,4,9,0
1.00005,99,4,142,1231,0,1,5,0,0
1.00041,23,1,147,1111,0,1,4,5,0
1.00056,11,3,152,1131,0,1,7,0,0
1.00039,99,4,142,1231,0,1,5,0,0
1.00039,32,2,147,1121,0,1,4,9,0
1.0002,23,1,147,1111,0,1,4,5,0
1.0003,11,3,152,1131,0,1,7,0,0
1.00044,99,4,142,1231,0,1,5,0,0
1.00044,32,2,147,1121,0,1,4,9,0
1.00059,23,1,147,1111,0,1,4,5,0
1.00044,11,3,152,1131,0,1,7,0,0
1.00033,32,2,147,1121,0,1,4,9,0
1.00035,99,4,142,1231,0,1,5,0,0
1.00022,23,1,147,1111,0,1,4,5,0
1.00129,11,3,152,1131,0,1,7,0,0
1.00035,99,4,142,1231,0,1,5,0,0
1.00073,32,2,147,1121,0,1,4,9,0
1.0004,23,1,147,1111,0,1,4,5,0
0.99939,11,3,152,1131,0,1,7,0,0
1.00036,99,4,142,1231,0,1,5,0,0
1.00047,32,2,147,1121,0,1,4,9,0
1.00092,23,1,147,1111,0,1,4,5,0
1.00029,11,3,152,1131,0,1,7,0,0
1.00038,99,4,142,1231,0,1,5,0,0
1.00041,32,2,147,1121,0,1,4,9,0
1.00044,23,1,147,1111,0,1,4,5,0
1.00145,11,3,152,1131,0,1,7,0,0
1.00047,99,4,142,1231,0,1,5,0,0
1.00052,32,2,147,1121,0,1,4,9,0
1.00048,23,1,147,1111,0,1,4,5,0
0.99946,11,3,152,1131,0,1,7,0,0
1.00014,99,4,142,1231,0,1,5,0,0
1.00077,32,2,147,1121,0,1,4,9,0
1.00038,23,1,147,1111,0,1,4,5,0
1.00036,11,3,152,1131,0,1,7,0,0
1.00114,99,4,142,1231,0,1,5,0,0
1.00031,32,2,147,1121,0,1,4,9,0
1.0014,23,1,147,1111,0,1,4,5,0
1.00084,11,3,152,1131,0,1,7,0,0
1.0004,99,4,142,1231,0,1,5,0,0
1.00015,32,2,147,1121,0,1,4,9,0
1.00026,23,1,147,1111,0,1,4,5,0
1.00053,11,3,152,1131,0,1,7,0,0
1.00053,99,4,142,1231,0,1,5,0,0
1.00043,32,2,147,1121,0,1,4,9,0
1.00157,23,1,147,1111,0,1,4,5,0
1.00052,11,3,152,1131,0,1,7,0,0
1.00017,99,4,142,1231,0,1,5,0,0
1.00018,32,2,147,1121,0,1,4,9,0
1.00033,23,1,147,1111,0,1,4,5,0
1.0003,11,3,152,1131,0,1,7,0,0
1.00027,32,2,147,1121,0,1,4,9,0
1.00028,99,4,142,1231,0,1,5,0,0
1.0004,23,1,147,1111,0,1,4,5,0
1.00131,11,3,152,1131,0,1,7,0,0
1.00021,99,4,142,1231,0,1,5,0,0
1.00032,32,2,147,1121,0,1,4,9,0
1.00054,23,1,147,1111,0,1,4,5,0
1.00065,11,3,152,1131,0,1,7,0,0
1.00039,99,4,142,1231,0,1,5,0,0
1.00044,32,2,147,1121,0,1,4,9,0
1.00051,23,1,147,1111,0,1,4,5,0
1.00119,11,3,152,1131,0,1,7,0,0
1.00026,99,4,142,1231,0,1,5,0,0
1.00094,32,2,147,1121,0,1,4,9,0
1.00022,23,1,147,1111,0,1,4,5,0
1.00113,11,3,152,1131,0,1,7,0,0
1.00033,99,4,142,1231,0,1,5,0,0
1.00087,32,2,147,1121,0,1,4,9,0
1.00108,23,1,147,1111,0,1,4,5,0
1.00126,11,3,152,1131,0,1,7,0,0
1.00026,99,4,142,1231,0,1,5,0,0
1.00036,32,2,147,1121,0,1,4,9,0
1.00136,23,1,147,1111,0,1,4,5,0
0.99939,11,3,152,1131,0,1,7,0,0
1.0006,99,4,142,1231,0,1,5,0,0
1.00091,32,2,147,1121,0,1,4,9,0
1.0004,23,1,147,1111,0,1,4,5,0
1.00061,11,3,152,1131,0,1,7,0,0
1.00078,99,4,142,1231,0,1,5,0,0
0.99974,32,2,147,1121,0,1,4,9,0
1.00189,23,1,147,1111,0,1,4,5,0
1.00044,11,3,152,1131,0,1,7,0,0
1.00018,99,4,142,1231,0,1,5,0,0
1.0001,32,2,147,1121,0,1,4,9,0
1.00046,23,1,147,1111,0,1,4,5,0
1.00024,11,3,152,1131,0,1,7,0,0
1.00063,99,4,142,1231,0,1,5,0,0
1.00095,32,2,147,1121,0,1,4,9,0
1.00025,23,1,147,1111,0,1,4,5,0
1.00041,11,3,152,1131,0,1,7,0,0
1.00055,99,4,142,1231,0,1,5,0,0
1.0007,32,2,147,1121,0,1,4,9,0
1.00152,23,1,147,1111,0,1,4,5,0
1.00046,11,3,152,1131,0,1,7,0,0
1.00024,99,4,142,1231,0,1,5,0,0
1.0006,32,2,147,1121,0,1,4,9,0
0.99986,23,1,147,1111,0,1,4,5,0
1.00093,11,3,152,1131,0,1,7,0,0
1.00044,99,4,142,1231,0,1,5,0,0
1.00155,32,2,147,1121,0,1,4,9,0
1.00049,23,1,147,1111,0,1,4,5,0
1.00046,11,3,152,1131,0,1,7,0,0
1.00045,99,4,142,1231,0,1,5,0,0
1.00158,32,2,147,1121,0,1,4,9,0
1.00017,23,1,147,1111,0,1,4,5,0
1.00045,11,3,152,1131,0,1,7,0,0
1.00131,99,4,142,1231,0,1,5,0,0
1.00036,32,2,147,1121,0,1,4,9,0
1.00065,23,1,147,1111,0,1,4,5,0
1.00078,11,3,152,1131,0,1,7,0,0
0.99933,99,4,142,1231,0,1,5,0,0
1.00079,32,2,147,1121,0,1,4,9,0
1.00043,23,1,147,1111,0,1,4,5,0
1.00052,11,3,152,1131,0,1,7,0,0
1.00062,99,4,142,1231,0,1,5,0,0
1.00018,32,2,147,1121,0,1,4,9,0
1.00149,23,1,147,1111,0,1,4,5,0
1.00028,11,3,152,1131,0,1,7,0,0
1.00039,99,4,142,1231,0,1,5,0,0
1.00019,32,2,147,1121,0,1,4,9,0
1.00017,23,1,147,1111,0,1,4,5,0
1.00134,11,3,152,1131,0,1,7,0,0
1.00021,99,4,142,1231,0,1,5,0,0
1.00066,32,2,147,1121,0,1,4,9,0
1.00096,23,1,147,1111,0,1,4,5,0
0.99951,11,3,152,1131,0,1,7,0,0
1.00511,99,4,142,1231,0,1,5,0,0
1.00155,32,2,147,1121,0,1,4,9,0
1.00032,23,1,147,1111,0,1,4,5,0
1.00089,11,3,152,1131,0,1,7,0,0
0.99698,99,4,142,1231,0,1,5,0,0
1.00034,32,2,147,1121,0,1,4,9,0
1.00109,23,1,147,1111,0,1,4,5,0
1.0007,11,3,152,1131,0,1,7,0,0
1.00145,99,4,142,1231,0,1,5,0,0
1.0004,32,2,147,1121,0,1,4,9,0
1.00074,23,1,147,1111,0,1,4,5,0
1.00111,11,3,152,1131,0,1,7,0,0
1.00085,99,4,142,1231,0,1,5,0,0
1.00003,32,2,147,1121,0,1,4,9,0
1.00012,23,1,147,1111,0,1,4,5,0
1.00021,11,3,152,1131,0,1,7,0,0
1.00036,99,4,142,1231,0,1,5,0,0
1.00027,32,2,147,1121,0,1,4,9,0
1.0016,23,1,147,1111,0,1,4,5,0
1.00082,11,3,152,1131,0,1,7,0,0
1.00019,99,4,142,1231,0,1,5,0,0
1.00089,32,2,147,1121,0,1,4,9,0
1.00081,23,1,147,1111,0,1,4,5,0
1.00085,11,3,152,1131,0,1,7,0,0
1.00038,99,4,142,1231,0,1,5,0,0
1.00126,32,2,147,1121,0,1,4,9,0
1.00035,23,1,147,1111,0,1,4,5,0
1.00109,11,3,152,1131,0,1,7,0,0
1.00097,99,4,142,1231,0,1,5,0,0
1.00015,32,2,147,1121,0,1,4,9,0
1.00204,23,1,147,1111,0,1,4,5,0
1.00103,11,3,152,1131,0,1,7,0,0
1.00047,99,4,142,1231,0,1,5,0,0
1.0002,32,2,147,1121,0,1,4,9,0
0.99986,23,1,147,1111,0,1,4,5,0
1.00064,11,3,152,1131,0,1,7,0,0
1.00098,99,4,142,1231,0,1,5,0,0
1.00045,32,2,147,1121,0,1,4,9,0
1.00035,23,1,147,1111,0,1,4,5,0
1.00047,11,3,152,1131,0,1,7,0,0
1.00023,99,4,142,1231,0,1,5,0,0
1.00072,32,2,147,1121,0,1,4,9,0
1.00081,23,1,147,1111,0,1,4,5,0
1.00092,11,3,152,1131,0,1,7,0,0
1.00037,99,4,142,1231,0,1,5,0,0
1.00028,32,2,147,1121,0,1,4,9,0
1.00091,23,1,147,1111,0,1,4,5,0
1.00081,11,3,152,1131,0,1,7,0,0
1.00047,99,4,142,1231,0,1,5,0,0
1.00049,32,2,147,1121,0,1,4,9,0
1.00055,23,1,147,1111,0,1,4,5,0
1.0011,11,3,152,1131,0,1,7,0,0
1.00023,99,4,142,1231,0,1,5,0,0
1.00064,32,2,147,1121,0,1,4,9,0
1.00029,23,1,147,1111,0,1,4,5,0
1.0006,11,3,152,1131,0,1,7,0,0
1.00084,99,4,142,1231,0,1,5,0,0
1.00203,32,2,147,1121,0,1,4,9,0
1.00045,23,1,147,1111,0,1,4,5,0
1.0004,11,3,152,1131,0,1,7,0,0
1.00038,99,4,142,1231,0,1,5,0,0
1.0004,32,2,147,1121,0,1,4,9,0
1.00024,23,1,147,1111,0,1,4,5,0
1.00067,11,3,152,1131,0,1,7,0,0
1.00034,99,4,142,1231,0,1,5,0,0
1.00039,32,2,147,1121,0,1,4,9,0
1.00049,23,1,147,1111,0,1,4,5,0
1.00073,11,3,152,1131,0,1,7,0,0
1.00027,99,4,142,1231,0,1,5,0,0
1.00039,32,2,147,1121,0,1,4,9,0
1.00037,23,1,147,1111,0,1,4,5,0
1.00097,11,3,152,1131,0,1,7,0,0
1.00054,99,4,142,1231,0,1,5,0,0
1.00129,32,2,147,1121,0,1,4,9,0
1.00083,23,1,147,1111,0,1,4,5,0
1.00093,11,3,152,1131,0,1,7,0,0
1.00037,99,4,142,1231,0,1,5,0,0
0.99971,32,2,147,1121,0,1,4,9,0
1.00029,23,1,147,1111,0,1,4,5,0
1.00036,11,3,152,1131,0,1,7,0,0
1.00038,99,4,142,1231,0,1,5,0,0
1.00055,32,2,147,1121,0,1,4,9,0
1.00072,23,1,147,1111,0,1,4,5,0
1.00047,11,3,152,1131,0,1,7,0,0
1.00028,99,4,142,1231,0,1,5,0,0
1.00042,32,2,147,1121,0,1,4,9,0
1.00083,23,1,147,1111,0,1,4,5,0
1.00047,11,3,152,1131,0,1,7,0,0
1.00044,99,4,142,1231,0,1,5,0,0
1.00086,32,2,147,1121,0,1,4,9,0
1.00057,23,1,147,1111,0,1,4,5,0
1.00065,11,3,152,1131,0,1,7,0,0
1.00084,99,4,142,1231,0,1,5,0,0
1.0001,32,2,147,1121,0,1,4,9,0
1.00056,23,1,147,1111,0,1,4,5,0
1.00082,11,3,152,1131,0,1,7,0,0
1.00017,99,4,142,1231,0,1,5,0,0
1.00037,32,2,147,1121,0,1,4,9,0
1.00051,23,1,147,1111,0,1,4,5,0
1.00036,11,3,152,1131,0,1,7,0,0
1.00038,99,4,142,1231,0,1,5,0,0
1.00031,32,2,147,1121,0,1,4,9,0
1.00038,23,1,147,1111,0,1,4,5,0
1.00054,11,3,152,1131,0,1,7,0,0
1.00101,99,4,142,1231,0,1,5,0,0
1.0012,32,2,147,1121,0,1,4,9,0
1.00131,23,1,147,1111,0,1,4,5,0
1.00052,11,3,152,1131,0,1,7,0,0
1.00103,99,4,142,1231,0,1,5,0,0
1.00058,32,2,147,1121,0,1,4,9,0
1.00034,23,1,147,1111,0,1,4,5,0
1.00106,11,3,152,1131,0,1,7,0,0
1.00107,99,4,142,1231,0,1,5,0,0
1.00034,32,2,147,1121,0,1,4,9,0
1.00077,23,1,147,1111,0,1,4,5,0
1.02086,11,3,152,1131,0,1,7,0,0
1.00041,99,4,142,1231,0,1,5,0,0
1.00028,32,2,147,1121,0,1,4,9,0
1.0005,23,1,147,1111,0,1,4,5,0
1.00027,11,3,152,1131,0,1,7,0,0
1.0004,99,4,142,1231,0,1,5,0,0
1.0005,32,2,147,1121,0,1,4,9,0
1.00089,23,1,147,1111,0,1,4,5,0
1.00031,11,3,152,1131,0,1,7,0,0
1.0012,99,4,142,1231,0,1,5,0,0
1.00035,32,2,147,1121,0,1,4,9,0
1.00031,23,1,147,1111,0,1,4,5,0
1.00103,11,3,152,1131,0,1,7,0,0
1.00053,99,4,142,1231,0,1,5,0,0
1.00034,32,2,147,1121,0,1,4,9,0
1.0021,23,1,147,1111,0,1,4,5,0
1.00068,11,3,152,1131,0,1,7,0,0
1.00103,99,4,142,1231,0,1,5,0,0
1.00035,32,2,147,1121,0,1,4,9,0
1.00039,23,1,147,1111,0,1,4,5,0
1.0005,11,3,152,1131,0,1,7,0,0
1.00109,99,4,142,1231,0,1,5,0,0
1.0004,32,2,147,1121,0,1,4,9,0
1.00041,23,1,147,1111,0,1,4,5,0
1.00021,11,3,152,1131,0,1,7,0,0
1.0008,99,4,142,1231,0,1,5,0,0
1.00031,32,2,147,1121,0,1,4,9,0
1.00049,23,1,147,1111,0,1,4,5,0
1.00099,11,3,152,1131,0,1,7,0,0
1.00034,99,4,142,1231,0,1,5,0,0
1.001,32,2,147,1121,0,1,4,9,0
1.00107,23,1,147,1111,0,1,4,5,0
1.0003,11,3,152,1131,0,1,7,0,0
1.00041,99,4,142,1231,0,1,5,0,0
1.00027,32,2,147,1121,0,1,4,9,0
1.00206,23,1,147,1111,0,1,4,5,0
1.00047,11,3,152,1131,0,1,7,0,0
1.00031,99,4,142,1231,0,1,5,0,0
1.00039,32,2,147,1121,0,1,4,9,0
0.99987,23,1,147,1111,0,1,4,5,0
1.00047,11,3,152,1131,0,1,7,0,0
1.00056,99,4,142,1231,0,1,5,0,0
1.00049,32,2,147,1121,0,1,4,9,0
1.00065,23,1,147,1111,0,1,4,5,0
1.00081,11,3,152,1131,0,1,7,0,0
1.00016,99,4,142,1231,0,1,5,0,0
1.0017,32,2,147,1121,0,1,4,9,0
1.00109,23,1,147,1111,0,1,4,5,0
1.00107,11,3,152,1131,0,1,7,0,0
1.00025,99,4,142,1231,0,1,5,0,0
0.99925,32,2,147,1121,0,1,4,9,0
1.00031,23,1,147,1111,0,1,4,5,0
1.00017,11,3,152,1131,0,1,7,0,0
1.00103,99,4,142,1231,0,1,5,0,0
1.00022,32,2,147,1121,0,1,4,9,0
1.0006,23,1,147,1111,0,1,4,5,0
1.00051,11,3,152,1131,0,1,7,0,0
1.00057,99,4,142,1231,0,1,5,0,0
1.00037,32,2,147,1121,0,1,4,9,0
1.00226,23,1,147,1111,0,1,4,5,0
1.00088,11,3,152,1131,0,1,7,0,0
1.00042,99,4,142,1231,0,1,5,0,0
1.00093,32,2,147,1121,0,1,4,9,0
1.00041,23,1,147,1111,0,1,4,5,0
1.0002,11,3,152,1131,0,1,7,0,0
1.00033,32,2,147,1121,0,1,4,9,0
1.00126,99,4,142,1231,0,1,5,0,0
1.00038,23,1,147,1111,0,1,4,5,0
1.00052,11,3,152,1131,0,1,7,0,0
1.00024,32,2,147,1121,0,1,4,9,0
1.00077,99,4,142,1231,0,1,5,0,0
1.00057,23,1,147,1111,0,1,4,5,0
1.00029,11,3,152,1131,0,1,7,0,0
1.00062,32,2,147,1121,0,1,4,9,0
1.00009,99,4,142,1231,0,1,5,0,0
1.00027,23,1,147,1111,0,1,4,5,0
1.00049,11,3,152,1131,0,1,7,0,0
1.00036,32,2,147,1121,0,1,4,9,0
1.00036,99,4,142,1231,0,1,5,0,0
1.00047,23,1,147,1111,0,1,4,5,0
1.00049,11,3,152,1131,0,1,7,0,0
1.00084,99,4,142,1231,0,1,5,0,0
1.00085,32,2,147,1121,0,1,4,9,0
1.00109,23,1,147,1111,0,1,4,5,0
1.00082,11,3,152,1131,0,1,7,0,0
1,99,4,142,1231,0,1,5,0,0
1.00016,32,2,147,1121,0,1,4,9,0
1.0002,23,1,147,1111,0,1,4,5,0
1.00017,11,3,152,1131,0,1,7,0,0
1.00042,99,4,142,1231,0,1,5,0,0
1.00034,32,2,147,1121,0,1,4,9,0
1.00028,23,1,147,1111,0,1,4,5,0
1.00085,11,3,152,1131,0,1,7,0,0
1.00008,99,4,142,1231,0,1,5,0,0
1.00015,32,2,147,1121,0,1,4,9,0
1.00107,23,1,147,1111,0,1,4,5,0
1.00017,11,3,152,1131,0,1,7,0,0
1.00023,99,4,142,1231,0,1,5,0,0
1.00018,32,2,147,1121,0,1,4,9,0
1.00031,23,1,147,1111,0,1,4,5,0
1.00108,11,3,152,1131,0,1,7,0,0
1.00076,99,4,142,1231,0,1,5,0,0
1.00092,32,2,147,1121,0,1,4,9,0
1.00108,23,1,147,1111,0,1,4,5,0
1.00103,11,3,152,1131,0,1,7,0,0
1.0007,99,4,142,1231,0,1,5,0,0
1.01283,32,2,147,1121,0,1,4,9,0
1.00026,23,1,147,1111,0,1,4,5,0
1.00093,11,3,152,1131,0,1,7,0,0
1.00028,99,4,142,1231,0,1,5,0,0
1.00058,32,2,147,1121,0,1,4,9,0
1.00151,23,1,147,1111,0,1,4,5,0
1.00069,11,3,152,1131,0,1,7,0,0
1.00051,99,4,142,1231,0,1,5,0,0
1.00016,32,2,147,1121,0,1,4,9,0
0.9994,23,1,147,1111,0,1,4,5,0
1.00043,11,3,152,1131,0,1,7,0,0
1.00086,99,4,142,1231,0,1,5,0,0
1.00027,32,2,147,1121,0,1,4,9,0
1.00046,23,1,147,1111,0,1,4,5,0
1.00055,11,3,152,1131,0,1,7,0,0
1.00065,99,4,142,1231,0,1,5,0,0
1.00019,32,2,147,1121,0,1,4,9,0
1.00054,23,1,147,1111,0,1,4,5,0
1.00026,11,3,152,1131,0,1,7,0,0
1.0007,99,4,142,1231,0,1,5,0,0
1.00072,32,2,147,1121,0,1,4,9,0
1.00021,23,1,147,1111,0,1,4,5,0
1.00075,11,3,152,1131,0,1,7,0,0
1.00032,99,4,142,1231,0,1,5,0,0
1.00017,32,2,147,1121,0,1,4,9,0
1.00038,23,1,147,1111,0,1,4,5,0
1.00051,11,3,152,1131,0,1,7,0,0
1.00023,99,4,142,1231,0,1,5,0,0
1.00169,32,2,147,1121,0,1,4,9,0
1.00063,23,1,147,1111,0,1,4,5,0
1.00033,11,3,152,1131,0,1,7,0,0
1.00084,99,4,142,1231,0,1,5,0,0
1.00028,32,2,147,1121,0,1,4,9,0
1.00036,23,1,147,1111,0,1,4,5,0
1.00105,11,3,152,1131,0,1,7,0,0
0.99958,99,4,142,1231,0,1,5,0,0
1.00023,32,2,147,1121,0,1,4,9,0
1.00034,23,1,147,1111,0,1,4,5,0
1.00068,11,3,152,1131,0,1,7,0,0
1.00025,99,4,142,1231,0,1,5,0,0
1.00021,32,2,147,1121,0,1,4,9,0
1.001,23,1,147,1111,0,1,4,5,0
1.00031,11,3,152,1131,0,1,7,0,0
1.0006,99,4,142,1231,0,1,5,0,0
1.00155,32,2,147,1121,0,1,4,9,0
1.00055,23,1,147,1111,0,1,4,5,0
1.00173,11,3,152,1131,0,1,7,0,0
1.0002,99,4,142,1231,0,1,5,0,0
0.99936,32,2,147,1121,0,1,4,9,0
1.00034,23,1,147,1111,0,1,4,5,0
1.00063,11,3,152,1131,0,1,7,0,0
1.00039,99,4,142,1231,0,1,5,0,0
1.00128,32,2,147,1121,0,1,4,9,0
1.00059,23,1,147,1111,0,1,4,5,0
1.00036,11,3,152,1131,0,1,7,0,0
1.00046,99,4,142,1231,0,1,5,0,0
0.99954,32,2,147,1121,0,1,4,9,0
1.00097,23,1,147,1111,0,1,4,5,0
1.00055,11,3,152,1131,0,1,7,0,0
1.00019,99,4,142,1231,0,1,5,0,0
1.00049,32,2,147,1121,0,1,4,9,0
0.9998,23,1,147,1111,0,1,4,5,0
1.00101,11,3,152,1131,0,1,7,0,0
1.00029,99,4,142,1231,0,1,5,0,0
1.0003,32,2,147,1121,0,1,4,9,0
1.00067,23,1,147,1111,0,1,4,5,0
1.00033,11,3,152,1131,0,1,7,0,0
1.00028,99,4,142,1231,0,1,5,0,0
1.00045,32,2,147,1121,0,1,4,9,0
1.00016,23,1,147,1111,0,1,4,5,0
1.00037,11,3,152,1131,0,1,7,0,0
1.00023,99,4,142,1231,0,1,5,0,0
1.00092,32,2,147,1121,0,1,4,9,0
1.00092,23,1,148,1111,0,1,4,5,0
1.00092,11,3,152,1131,0,1,7,0,0
1.00038,99,4,142,1231,0,1,5,0,0
1.00098,32,2,148,1121,0,1,4,9,0
1.00092,23,1,148,1111,0,1,4,5,0
1.00049,11,3,152,1131,0,1,7,0,0
1.00026,99,4,142,1231,0,1,5,0,0
1.00039,32,2,148,1121,0,1,4,9,0
1.00043,23,1,148,1111,0,1,4,5,0
1.0004,11,3,152,1131,0,1,7,0,0
1.00025,99,4,143,1231,0,1,5,0,0
1.00057,32,2,148,1121,0,1,4,9,0
1.00034,23,1,148,1111,0,1,4,5,0
1.00055,11,3,153,1131,0,1,7,0,0
1.00055,99,4,143,1231,0,1,5,0,0
1.00027,32,2,148,1121,0,1,4,9,0
1.00045,23,1,148,1111,0,1,4,5,0
1.0014,11,3,153,1131,0,1,7,0,0
1.00054,99,4,143,1231,0,1,5,0,0
1.00051,32,2,148,1121,0,1,4,9,0
1.00023,23,1,148,1111,0,1,4,5,0
1.00156,11,3,153,1131,0,1,7,0,0
1.00038,99,4,143,1231,0,1,5,0,0
1.00229,32,2,148,1121,0,1,4,9,0
1.00065,23,1,148,1111,0,1,4,5,0
1.00007,11,3,153,1131,0,1,7,0,0
1.00036,99,4,143,1231,0,1,5,0,0
0.99946,32,2,148,1121,0,1,4,9,0
1.00045,23,1,148,1111,0,1,4,5,0
1.00082,11,3,153,1131,0,1,7,0,0
1.00015,99,4,143,1231,0,1,5,0,0
1.00122,32,2,148,1121,0,1,4,9,0
1.00153,23,1,148,1111,0,1,4,5,0
1.0005,11,3,153,1131,0,1,7,0,0
1.00026,99,4,143,1231,0,1,5,0,0
1.00051,32,2,148,1121,0,1,4,9,0
1.00017,23,1,148,1111,0,1,4,5,0
1.00085,11,3,153,1131,0,1,7,0,0
1.00029,99,4,143,1231,0,1,5,0,0
1.00038,32,2,148,1121,0,1,4,9,0
1.00084,23,1,148,1111,0,1,4,5,0
1.00046,11,3,153,1131,0,1,7,0,0
1.00185,99,4,143,1231,0,1,5,0,0
1.00047,32,2,148,1121,0,1,4,9,0
1.00059,23,1,148,1111,0,1,4,5,0
1.00073,11,3,153,1131,0,1,7,0,0
0.99997,99,4,143,1231,0,1,5,0,0
1.00036,32,2,148,1121,0,1,4,9,0
1.0007,23,1,148,1111,0,1,4,5,0
1.00099,11,3,153,1131,0,1,7,0,0
1.00045,99,4,143,1231,0,1,5,0,0
1.00035,32,2,148,1121,0,1,4,9,0
1.00049,23,1,148,1111,0,1,4,5,0
1.00042,11,3,153,1131,0,1,7,0,0
1.00077,99,4,143,1231,0,1,5,0,0
1.00189,32,2,148,1121,0,1,4,9,0
1.00038,23,1,148,1111,0,1,4,5,0
1.00079,11,3,153,1131,0,1,7,0,0
1.00038,99,4,143,1231,0,1,5,0,0
1.00428,32,2,148,1121,0,1,4,9,0
1.00082,23,1,148,1111,0,1,4,5,0
1.00078,11,3,153,1131,0,1,7,0,0
1.00036,99,4,143,1231,0,1,5,0,0
1.00079,32,2,148,1121,0,1,4,9,0
1.00024,23,1,148,1111,0,1,4,5,0
1.00045,11,3,153,1131,0,1,7,0,0
1.00056,99,4,143,1231,0,1,5,0,0
1.0009,32,2,148,1121,0,1,4,9,0
1.00109,23,1,148,1111,0,1,4,5,0
1.00059,11,3,153,1131,0,1,7,0,0
1.00049,99,4,143,1231,0,1,5,0,0
1.00009,32,2,148,1121,0,1,4,9,0
1.0003,23,1,148,1111,0,1,4,5,0
1.0007,11,3,153,1131,0,1,7,0,0
